source_file,print_speed_mms,layer,temp_now_C,temp_next_C,delta_T_C,state_now,state_next_if_hold,temp_bin_now,temp_bin_next
print_001_70mms_20260611_105636.csv,70.0,21,41.84,40.75,-1.0900000000000034,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,22,40.75,43.25,2.5,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,23,43.25,41.06,-2.1899999999999977,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,24,41.06,42.56,1.5,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,25,42.56,42.94,0.37999999999999545,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,26,42.94,42.44,-0.5,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,27,42.44,42.84,0.4000000000000057,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,28,42.84,41.94,-0.9000000000000057,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,29,41.94,42.25,0.3100000000000023,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,30,42.25,41.84,-0.4099999999999966,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,31,41.84,41.94,0.09999999999999432,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,32,41.94,42.16,0.21999999999999886,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,33,42.16,42.66,0.5,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,34,42.66,42.56,-0.09999999999999432,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,35,42.56,41.34,-1.2199999999999989,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,36,41.34,42.56,1.2199999999999989,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,37,42.56,42.25,-0.3100000000000023,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,38,42.25,41.56,-0.6899999999999977,14,14,2,2
